iso_code,country,current_population,updated_datetime
HND,Honduras,"10,097,340",2021-09-18 12:15:40.562044
ARE,United Arab Emirates,"10,013,352",2021-09-18 12:15:40.562044
TJK,Tajikistan,"9,795,266",2021-09-18 12:15:40.562044
HUN,Hungary,"9,628,280",2021-09-18 12:15:40.562044
BLR,Belarus,"9,441,351",2021-09-18 12:15:40.562044
PNG,Papua New Guinea,"9,156,380",2021-09-18 12:15:40.562044
AUT,Austria,"9,051,339",2021-09-18 12:15:40.562044
ISR,Israel,"8,818,875",2021-09-18 12:15:40.562044
CHE,Switzerland,"8,729,170",2021-09-18 12:15:40.562044
SRB,Serbia,"8,689,042",2021-09-18 12:15:40.562044
TGO,Togo,"8,521,822",2021-09-18 12:15:40.562044
SLE,Sierra Leone,"8,177,043",2021-09-18 12:15:40.562044
HKG,Hong Kong,"7,564,975",2021-09-18 12:15:40.562044
LAO,Laos,"7,401,701",2021-09-18 12:15:40.562044
PRY,Paraguay,"7,238,482",2021-09-18 12:15:40.562044
LBY,Libya,"6,976,740",2021-09-18 12:15:40.562044
BGR,Bulgaria,"6,885,452",2021-09-18 12:15:40.562044
LBN,Lebanon,"6,763,103",2021-09-18 12:15:40.562044
NIC,Nicaragua,"6,719,400",2021-09-18 12:15:40.562044
KGZ,Kyrgyzstan,"6,650,858",2021-09-18 12:15:40.562044
SLV,El Salvador,"6,525,416",2021-09-18 12:15:40.562044
TKM,Turkmenistan,"6,136,689",2021-09-18 12:15:40.562044
SGP,Singapore,"5,907,181",2021-09-18 12:15:40.562044
DNK,Denmark,"5,817,910",2021-09-18 12:15:40.562044
COG,Republic Of The Congo,"5,687,227",2021-09-18 12:15:40.562044
FIN,Finland,"5,550,109",2021-09-18 12:15:40.562044
NOR,Norway,"5,475,569",2021-09-18 12:15:40.562044
SVK,Slovakia,"5,460,801",2021-09-18 12:15:40.562044
OMN,Oman,"5,250,170",2021-09-18 12:15:40.562044
PSE,Palestine,"5,248,828",2021-09-18 12:15:40.562044
LBR,Liberia,"5,206,998",2021-09-18 12:15:40.562044
CRI,Costa Rica,"5,148,752",2021-09-18 12:15:40.562044
IRL,Ireland,"4,992,369",2021-09-18 12:15:40.562044
CAF,Central African Republic,"4,939,143",2021-09-18 12:15:40.562044
NZL,New Zealand,"4,869,151",2021-09-18 12:15:40.562044
MRT,Mauritania,"4,802,312",2021-09-18 12:15:40.562044
PAN,Panama,"4,395,970",2021-09-18 12:15:40.562044
KWT,Kuwait,"4,342,623",2021-09-18 12:15:40.562044
HRV,Croatia,"4,076,483",2021-09-18 12:15:40.562044
MDA,Moldova,"4,021,793",2021-09-18 12:15:40.562044
GEO,Georgia,"3,977,618",2021-09-18 12:15:40.562044
ERI,Eritrea,"3,613,394",2021-09-18 12:15:40.562044
URY,Uruguay,"3,487,616",2021-09-18 12:15:40.562044
MNG,Mongolia,"3,340,341",2021-09-18 12:15:40.562044
BIH,Bosnia And Herzegovina,"3,259,093",2021-09-18 12:15:40.562044
JAM,Jamaica,"2,976,087",2021-09-18 12:15:40.562044
ARM,Armenia,"2,969,161",2021-09-18 12:15:40.562044
QAT,Qatar,"2,942,296",2021-09-18 12:15:40.562044
ALB,Albania,"2,871,740",2021-09-18 12:15:40.562044
PRI,Puerto Rico,"2,820,383",2021-09-18 12:15:40.562044
LTU,Lithuania,"2,682,786",2021-09-18 12:15:40.562044
NAM,Namibia,"2,597,362",2021-09-18 12:15:40.562044
GMB,Gambia,"2,502,211",2021-09-18 12:15:40.562044
BWA,Botswana,"2,406,941",2021-09-18 12:15:40.562044
GAB,Gabon,"2,290,513",2021-09-18 12:15:40.562044
LSO,Lesotho,"2,162,816",2021-09-18 12:15:40.562044
MKD,North Macedonia,"2,082,419",2021-09-18 12:15:40.562044
SVN,Slovenia,"2,078,724",2021-09-18 12:15:40.562044
GNB,Guinea Bissau,"2,025,830",2021-09-18 12:15:40.562044
LVA,Latvia,"1,862,807",2021-09-18 12:15:40.562044
BHR,Bahrain,"1,758,314",2021-09-18 12:15:40.562044
GNQ,Equatorial Guinea,"1,460,073",2021-09-18 12:15:40.562044
TTO,Trinidad And Tobago,"1,404,250",2021-09-18 12:15:40.562044
TLS,Timor Leste,"1,349,359",2021-09-18 12:15:40.562044
EST,Estonia,"1,324,867",2021-09-18 12:15:40.562044
MUS,Mauritius,"1,273,751",2021-09-18 12:15:40.562044
CYP,Cyprus,"1,217,413",2021-09-18 12:15:40.562044
DJI,Djibouti,"1,005,208",2021-09-18 12:15:40.562044
FJI,Fiji,"904,258",2021-09-18 12:15:40.562044
RU,Reunion,"903,038",2021-09-18 12:15:40.562044
COM,Comoros,"892,586",2021-09-18 12:15:40.562044
GUY,Guyana,"791,121",2021-09-18 12:15:40.562044
BTN,Bhutan,"781,727",2021-09-18 12:15:40.562044
SLB,Solomon Islands,"707,733",2021-09-18 12:15:40.562044
MAC,Macau,"660,461",2021-09-18 12:15:40.562044
LUX,Luxembourg,"636,802",2021-09-18 12:15:40.562044
MNE,Montenegro,"628,053",2021-09-18 12:15:40.562044
ESH,Western Sahara,"614,976",2021-09-18 12:15:40.562044
SUR,Suriname,"592,913",2021-09-18 12:15:40.562044
CPV,Cape Verde,"563,170",2021-09-18 12:15:40.562044
MDV,Maldives,"544,571",2021-09-18 12:15:40.562044
MLT,Malta,"443,102",2021-09-18 12:15:40.562044
BRN,Brunei,"442,407",2021-09-18 12:15:40.562044
BLZ,Belize,"406,504",2021-09-18 12:15:40.562044
BHS,Bahamas,"397,708",2021-09-18 12:15:40.562044
MTQ,Martinique,"374,586",2021-09-18 12:15:40.562044
ISL,Iceland,"343,830",2021-09-18 12:15:40.562044
VUT,Vanuatu,"316,054",2021-09-18 12:15:40.562044
NCL,New Caledonia,"288,775",2021-09-18 12:15:40.562044
BRB,Barbados,"287,791",2021-09-18 12:15:40.562044
PYF,French Polynesia,"282,848",2021-09-18 12:15:40.562044
MYT,Mayotte,"280,946",2021-09-18 12:15:40.562044
STP,Sao Tome And Principe,"224,322",2021-09-18 12:15:40.562044
WSM,Samoa,"200,467",2021-09-18 12:15:40.562044
LCA,Saint Lucia,"184,559",2021-09-18 12:15:40.562044
GUM,Guam,"170,497",2021-09-18 12:15:40.562044
CUW,Curacao,"164,957",2021-09-18 12:15:40.562044
KIR,Kiribati,"121,790",2021-09-18 12:15:40.562044
FSM,Micronesia,"116,493",2021-09-18 12:15:40.562044
GRD,Grenada,"113,101",2021-09-18 12:15:40.562044
VCT,Saint Vincent And The Grenadines,"111,263",2021-09-18 12:15:40.562044
ABW,Aruba,"107,204",2021-09-18 12:15:40.562044
TON,Tonga,"106,999",2021-09-18 12:15:40.562044
VIR,United States Virgin Islands,"104,146",2021-09-18 12:15:40.562044
SYC,Seychelles,"98,988",2021-09-18 12:15:40.562044
ATG,Antigua And Barbuda,"98,890",2021-09-18 12:15:40.562044
IMN,Isle Of Man,"85,410",2021-09-18 12:15:40.562044
AND,Andorra,"77,355",2021-09-18 12:15:40.562044
DMA,Dominica,"72,167",2021-09-18 12:15:40.562044
CYM,Cayman Islands,"66,497",2021-09-18 12:15:40.562044
BMU,Bermuda,"62,090",2021-09-18 12:15:40.562044
MHL,Marshall Islands,"59,610",2021-09-18 12:15:40.562044
MNP,Northern Mariana Islands,"57,917",2021-09-18 12:15:40.562044
GRL,Greenland,"56,877",2021-09-18 12:15:40.562044
ASM,American Samoa,"55,100",2021-09-18 12:15:40.562044
KNA,Saint Kitts And Nevis,"53,544",2021-09-18 12:15:40.562044
FRO,Faroe Islands,"49,049",2021-09-18 12:15:40.562044
MAF,Sint Maarten,"43,412",2021-09-18 12:15:40.562044
MCO,Monaco,"39,511",2021-09-18 12:15:40.562044
MAF,Saint Martin,"39,234",2021-09-18 12:15:40.562044
TCA,Turks And Caicos Islands,"39,231",2021-09-18 12:15:40.562044
LIE,Liechtenstein,"38,250",2021-09-18 12:15:40.562044
SMR,San Marino,"34,017",2021-09-18 12:15:40.562044
GIB,Gibraltar,"33,698",2021-09-18 12:15:40.562044
PLW,Palau,"18,169",2021-09-18 12:15:40.562044
COK,Cook Islands,"17,565",2021-09-18 12:15:40.562044
AIA,Anguilla,"15,117",2021-09-18 12:15:40.562044
TUV,Tuvalu,"11,931",2021-09-18 12:15:40.562044
WLF,Wallis And Futuna,"11,094",2021-09-18 12:15:40.562044
NRU,Nauru,"10,876",2021-09-18 12:15:40.562044
BL,Saint Barthelemy,"9,907",2021-09-18 12:15:40.562044
SPM,Saint Pierre And Miquelon,"5,766",2021-09-18 12:15:40.562044
MSR,Montserrat,"4,977",2021-09-18 12:15:40.562044
FLK,Falkland Islands,"3,533",2021-09-18 12:15:40.562044
NIU,Niue,"1,619",2021-09-18 12:15:40.562044
TKL,Tokelau,"1,373",2021-09-18 12:15:40.562044
VAT,Vatican City,800,2021-09-18 12:15:40.562044
CHN,China,"1,445,280,469",2021-09-19 12:16:33.911555
IND,India,"1,396,360,750",2021-09-19 12:16:33.911555
USA,United States,"333,342,186",2021-09-19 12:16:33.911555
IDN,Indonesia,"276,987,679",2021-09-19 12:16:33.911555
PAK,Pakistan,"226,143,129",2021-09-19 12:16:33.911555
BRA,Brazil,"214,307,029",2021-09-19 12:16:33.911555
NGA,Nigeria,"212,561,362",2021-09-19 12:16:33.911555
BGD,Bangladesh,"166,656,138",2021-09-19 12:16:33.911555
RUS,Russia,"145,907,516",2021-09-19 12:16:33.911555
MEX,Mexico,"130,555,036",2021-09-19 12:16:33.911555
JPN,Japan,"125,958,055",2021-09-19 12:16:33.911555
ETH,Ethiopia,"118,516,615",2021-09-19 12:16:33.911555
PHL,Philippines,"111,370,489",2021-09-19 12:16:33.911555
EGY,Egypt,"104,681,334",2021-09-19 12:16:33.911555
VNM,Vietnam,"98,350,789",2021-09-19 12:16:33.911555
COD,Dr Congo,"92,998,334",2021-09-19 12:16:33.911555
TUR,Turkey,"85,207,867",2021-09-19 12:16:33.911555
IRN,Iran,"85,252,259",2021-09-19 12:16:33.911555
DEU,Germany,"83,928,572",2021-09-19 12:16:33.911555
THA,Thailand,"69,984,021",2021-09-19 12:16:33.911555
GBR,United Kingdom,"68,279,576",2021-09-19 12:16:33.911555
FRA,France,"65,461,282",2021-09-19 12:16:33.911555
TZA,Tanzania,"61,887,308",2021-09-19 12:16:33.911555
ITA,Italy,"60,349,925",2021-09-19 12:16:33.911555
ZAF,South Africa,"60,203,581",2021-09-19 12:16:33.911555
KEN,Kenya,"55,253,882",2021-09-19 12:16:33.911555
MMR,Myanmar,"54,892,562",2021-09-19 12:16:33.911555
KOR,South Korea,"51,314,928",2021-09-19 12:16:33.911555
COL,Colombia,"51,354,890",2021-09-19 12:16:33.911555
UGA,Uganda,"47,429,475",2021-09-19 12:16:33.911555
ESP,Spain,"46,742,076",2021-09-19 12:16:33.911555
ARG,Argentina,"45,696,079",2021-09-19 12:16:33.911555
SDN,Sudan,"45,142,273",2021-09-19 12:16:33.911555
DZA,Algeria,"44,782,961",2021-09-19 12:16:33.911555
UKR,Ukraine,"43,409,012",2021-09-19 12:16:33.911555
IRQ,Iraq,"41,392,786",2021-09-19 12:16:33.911555
AFG,Afghanistan,"40,036,868",2021-09-19 12:16:33.911555
CAN,Canada,"38,140,122",2021-09-19 12:16:33.911555
POL,Poland,"37,784,848",2021-09-19 12:16:33.911555
MAR,Morocco,"37,439,960",2021-09-19 12:16:33.911555
SAU,Saudi Arabia,"35,459,679",2021-09-19 12:16:33.911555
UZB,Uzbekistan,"34,037,449",2021-09-19 12:16:33.911555
AGO,Angola,"34,169,911",2021-09-19 12:16:33.911555
PER,Peru,"33,444,438",2021-09-19 12:16:33.911555
MYS,Malaysia,"32,865,562",2021-09-19 12:16:33.911555
MOZ,Mozambique,"32,362,393",2021-09-19 12:16:33.911555
GHA,Ghana,"31,877,291",2021-09-19 12:16:33.911555
YEM,Yemen,"30,637,010",2021-09-19 12:16:33.911555
NPL,Nepal,"29,781,678",2021-09-19 12:16:33.911555
VEN,Venezuela,"28,756,481",2021-09-19 12:16:33.911555
MDG,Madagascar,"28,589,317",2021-09-19 12:16:33.911555
CMR,Cameroon,"27,373,775",2021-09-19 12:16:33.911555
CIV,Ivory Coast,"27,202,092",2021-09-19 12:16:33.911555
PRK,North Korea,"25,910,631",2021-09-19 12:16:33.911555
AUS,Australia,"25,852,383",2021-09-19 12:16:33.911555
NER,Niger,"25,335,155",2021-09-19 12:16:33.911555
TWN,Taiwan,"23,863,544",2021-09-19 12:16:33.911555
LKA,Sri Lanka,"21,515,908",2021-09-19 12:16:33.911555
BFA,Burkina Faso,"21,628,169",2021-09-19 12:16:33.911555
MLI,Mali,"20,988,982",2021-09-19 12:16:33.911555
MWI,Malawi,"19,761,849",2021-09-19 12:16:33.911555
CHL,Chile,"19,235,870",2021-09-19 12:16:33.911555
ROU,Romania,"19,103,299",2021-09-19 12:16:33.911555
KAZ,Kazakhstan,"19,042,866",2021-09-19 12:16:33.911555
ZMB,Zambia,"19,039,244",2021-09-19 12:16:33.911555
SYR,Syria,"18,414,101",2021-09-19 12:16:33.911555
GTM,Guatemala,"18,323,286",2021-09-19 12:16:33.911555
ECU,Ecuador,"17,942,740",2021-09-19 12:16:33.911555
SEN,Senegal,"17,295,813",2021-09-19 12:16:33.911555
NLD,Netherlands,"17,181,392",2021-09-19 12:16:33.911555
KHM,Cambodia,"16,996,355",2021-09-19 12:16:33.911555
TCD,Chad,"17,022,870",2021-09-19 12:16:33.911555
SOM,Somalia,"16,462,156",2021-09-19 12:16:33.911555
ZWE,Zimbabwe,"15,143,618",2021-09-19 12:16:33.911555
GIN,Guinea,"13,576,709",2021-09-19 12:16:33.911555
RWA,Rwanda,"13,347,363",2021-09-19 12:16:33.911555
BEN,Benin,"12,523,339",2021-09-19 12:16:33.911555
BDI,Burundi,"12,335,461",2021-09-19 12:16:33.911555
TUN,Tunisia,"11,960,966",2021-09-19 12:16:33.911555
BOL,Bolivia,"11,868,124",2021-09-19 12:16:33.911555
BEL,Belgium,"11,642,068",2021-09-19 12:16:33.911555
HTI,Haiti,"11,572,360",2021-09-19 12:16:33.911555
SSD,South Sudan,"11,423,244",2021-09-19 12:16:33.911555
CUB,Cuba,"11,315,653",2021-09-19 12:16:33.911555
DOM,Dominican Republic,"10,976,890",2021-09-19 12:16:33.911555
CZE,Czech Republic,"10,727,695",2021-09-19 12:16:33.911555
GRC,Greece,"10,359,472",2021-09-19 12:16:33.911555
JOR,Jordan,"10,289,149",2021-09-19 12:16:33.911555
AZE,Azerbaijan,"10,241,860",2021-09-19 12:16:33.911555
PRT,Portugal,"10,161,323",2021-09-19 12:16:33.911555
SWE,Sweden,"10,173,614",2021-09-19 12:16:33.911555
HND,Honduras,"10,097,772",2021-09-19 12:16:33.911555
ARE,United Arab Emirates,"10,013,632",2021-09-19 12:16:33.911555
TJK,Tajikistan,"9,795,841",2021-09-19 12:16:33.911555
HUN,Hungary,"9,628,206",2021-09-19 12:16:33.911555
BLR,Belarus,"9,441,332",2021-09-19 12:16:33.911555
PNG,Papua New Guinea,"9,156,850",2021-09-19 12:16:33.911555
AUT,Austria,"9,051,443",2021-09-19 12:16:33.911555
ISR,Israel,"8,819,241",2021-09-19 12:16:33.911555
CHE,Switzerland,"8,729,342",2021-09-19 12:16:33.911555
SRB,Serbia,"8,688,935",2021-09-19 12:16:33.911555
TGO,Togo,"8,522,370",2021-09-19 12:16:33.911555
SLE,Sierra Leone,"8,177,493",2021-09-19 12:16:33.911555
HKG,Hong Kong,"7,565,128",2021-09-19 12:16:33.911555
LAO,Laos,"7,401,982",2021-09-19 12:16:33.911555
PRY,Paraguay,"7,238,719",2021-09-19 12:16:33.911555
LBY,Libya,"6,976,969",2021-09-19 12:16:33.911555
BGR,Bulgaria,"6,885,311",2021-09-19 12:16:33.911555
LBN,Lebanon,"6,763,027",2021-09-19 12:16:33.911555
NIC,Nicaragua,"6,719,614",2021-09-19 12:16:33.911555
KGZ,Kyrgyzstan,"6,651,141",2021-09-19 12:16:33.911555
SLV,El Salvador,"6,525,503",2021-09-19 12:16:33.911555
TKM,Turkmenistan,"6,136,925",2021-09-19 12:16:33.911555
SGP,Singapore,"5,907,314",2021-09-19 12:16:33.911555
DNK,Denmark,"5,817,968",2021-09-19 12:16:33.911555
COG,Republic Of The Congo,"5,687,607",2021-09-19 12:16:33.911555
FIN,Finland,"5,550,131",2021-09-19 12:16:33.911555
NOR,Norway,"5,475,694",2021-09-19 12:16:33.911555
SVK,Slovakia,"5,460,802",2021-09-19 12:16:33.911555
OMN,Oman,"5,250,507",2021-09-19 12:16:33.911555
PSE,Palestine,"5,249,156",2021-09-19 12:16:33.911555
LBR,Liberia,"5,207,335",2021-09-19 12:16:33.911555
CRI,Costa Rica,"5,148,874",2021-09-19 12:16:33.911555
IRL,Ireland,"4,992,488",2021-09-19 12:16:33.911555
CAF,Central African Republic,"4,939,384",2021-09-19 12:16:33.911555
NZL,New Zealand,"4,869,258",2021-09-19 12:16:33.911555
MRT,Mauritania,"4,802,654",2021-09-19 12:16:33.911555
PAN,Panama,"4,396,152",2021-09-19 12:16:33.911555
KWT,Kuwait,"4,342,801",2021-09-19 12:16:33.911555
HRV,Croatia,"4,076,418",2021-09-19 12:16:33.911555
MDA,Moldova,"4,021,765",2021-09-19 12:16:33.911555
GEO,Georgia,"3,977,591",2021-09-19 12:16:33.911555
ERI,Eritrea,"3,613,544",2021-09-19 12:16:33.911555
URY,Uruguay,"3,487,647",2021-09-19 12:16:33.911555
MNG,Mongolia,"3,340,480",2021-09-19 12:16:33.911555
BIH,Bosnia And Herzegovina,"3,259,038",2021-09-19 12:16:33.911555
JAM,Jamaica,"2,976,120",2021-09-19 12:16:33.911555
ARM,Armenia,"2,969,174",2021-09-19 12:16:33.911555
QAT,Qatar,"2,942,444",2021-09-19 12:16:33.911555
ALB,Albania,"2,871,725",2021-09-19 12:16:33.911555
PRI,Puerto Rico,"2,820,284",2021-09-19 12:16:33.911555
LTU,Lithuania,"2,682,696",2021-09-19 12:16:33.911555
NAM,Namibia,"2,597,488",2021-09-19 12:16:33.911555
GMB,Gambia,"2,502,403",2021-09-19 12:16:33.911555
BWA,Botswana,"2,407,063",2021-09-19 12:16:33.911555
GAB,Gabon,"2,290,660",2021-09-19 12:16:33.911555
LSO,Lesotho,"2,162,863",2021-09-19 12:16:33.911555
MKD,North Macedonia,"2,082,416",2021-09-19 12:16:33.911555
SVN,Slovenia,"2,078,724",2021-09-19 12:16:33.911555
GNB,Guinea Bissau,"2,025,960",2021-09-19 12:16:33.911555
LVA,Latvia,"1,862,755",2021-09-19 12:16:33.911555
BHR,Bahrain,"1,758,440",2021-09-19 12:16:33.911555
GNQ,Equatorial Guinea,"1,460,201",2021-09-19 12:16:33.911555
TTO,Trinidad And Tobago,"1,404,261",2021-09-19 12:16:33.911555
TLS,Timor Leste,"1,349,428",2021-09-19 12:16:33.911555
EST,Estonia,"1,324,863",2021-09-19 12:16:33.911555
MUS,Mauritius,"1,273,755",2021-09-19 12:16:33.911555
CYP,Cyprus,"1,217,436",2021-09-19 12:16:33.911555
DJI,Djibouti,"1,005,246",2021-09-19 12:16:33.911555
FJI,Fiji,"904,275",2021-09-19 12:16:33.911555
RU,Reunion,"903,055",2021-09-19 12:16:33.911555
COM,Comoros,"892,638",2021-09-19 12:16:33.911555
GUY,Guyana,"791,131",2021-09-19 12:16:33.911555
BTN,Bhutan,"781,750",2021-09-19 12:16:33.911555
SLB,Solomon Islands,"707,780",2021-09-19 12:16:33.911555
MAC,Macau,"660,487",2021-09-19 12:16:33.911555
LUX,Luxembourg,"636,827",2021-09-19 12:16:33.911555
MNE,Montenegro,"628,053",2021-09-19 12:16:33.911555
ESH,Western Sahara,"615,015",2021-09-19 12:16:33.911555
SUR,Suriname,"592,927",2021-09-19 12:16:33.911555
CPV,Cape Verde,"563,186",2021-09-19 12:16:33.911555
MDV,Maldives,"544,583",2021-09-19 12:16:33.911555
MLT,Malta,"443,106",2021-09-19 12:16:33.911555
BRN,Brunei,"442,418",2021-09-19 12:16:33.911555
BLZ,Belize,"406,524",2021-09-19 12:16:33.911555
BHS,Bahamas,"397,718",2021-09-19 12:16:33.911555
MTQ,Martinique,"374,584",2021-09-19 12:16:33.911555
ISL,Iceland,"343,836",2021-09-19 12:16:33.911555
VUT,Vanuatu,"316,074",2021-09-19 12:16:33.911555
NCL,New Caledonia,"288,782",2021-09-19 12:16:33.911555
BRB,Barbados,"287,792",2021-09-19 12:16:33.911555
PYF,French Polynesia,"282,852",2021-09-19 12:16:33.911555
MYT,Mayotte,"280,964",2021-09-19 12:16:33.911555
STP,Sao Tome And Principe,"224,334",2021-09-19 12:16:33.911555
WSM,Samoa,"200,471",2021-09-19 12:16:33.911555
LCA,Saint Lucia,"184,561",2021-09-19 12:16:33.911555
GUM,Guam,"170,501",2021-09-19 12:16:33.911555
CUW,Curacao,"164,959",2021-09-19 12:16:33.911555
KIR,Kiribati,"121,795",2021-09-19 12:16:33.911555
FSM,Micronesia,"116,496",2021-09-19 12:16:33.911555
GRD,Grenada,"113,102",2021-09-19 12:16:33.911555
VCT,Saint Vincent And The Grenadines,"111,263",2021-09-19 12:16:33.911555
ABW,Aruba,"107,204",2021-09-19 12:16:33.911555
TON,Tonga,"107,002",2021-09-19 12:16:33.911555
VIR,United States Virgin Islands,"104,145",2021-09-19 12:16:33.911555
SYC,Seychelles,"98,989",2021-09-19 12:16:33.911555
ATG,Antigua And Barbuda,"98,892",2021-09-19 12:16:33.911555
IMN,Isle Of Man,"85,410",2021-09-19 12:16:33.911555
AND,Andorra,"77,355",2021-09-19 12:16:33.911555
DMA,Dominica,"72,167",2021-09-19 12:16:33.911555
CYM,Cayman Islands,"66,497",2021-09-19 12:16:33.911555
BMU,Bermuda,"62,090",2021-09-19 12:16:33.911555
MHL,Marshall Islands,"59,610",2021-09-19 12:16:33.911555
MNP,Northern Mariana Islands,"57,917",2021-09-19 12:16:33.911555
GRL,Greenland,"56,877",2021-09-19 12:16:33.911555
ASM,American Samoa,"55,100",2021-09-19 12:16:33.911555
KNA,Saint Kitts And Nevis,"53,544",2021-09-19 12:16:33.911555
FRO,Faroe Islands,"49,049",2021-09-19 12:16:33.911555
MAF,Sint Maarten,"43,412",2021-09-19 12:16:33.911555
MCO,Monaco,"39,511",2021-09-19 12:16:33.911555
MAF,Saint Martin,"39,234",2021-09-19 12:16:33.911555
TCA,Turks And Caicos Islands,"39,231",2021-09-19 12:16:33.911555
LIE,Liechtenstein,"38,250",2021-09-19 12:16:33.911555
SMR,San Marino,"34,017",2021-09-19 12:16:33.911555
GIB,Gibraltar,"33,698",2021-09-19 12:16:33.911555
PLW,Palau,"18,169",2021-09-19 12:16:33.911555
COK,Cook Islands,"17,565",2021-09-19 12:16:33.911555
AIA,Anguilla,"15,117",2021-09-19 12:16:33.911555
TUV,Tuvalu,"11,931",2021-09-19 12:16:33.911555
WLF,Wallis And Futuna,"11,094",2021-09-19 12:16:33.911555
NRU,Nauru,"10,876",2021-09-19 12:16:33.911555
BL,Saint Barthelemy,"9,907",2021-09-19 12:16:33.911555
SPM,Saint Pierre And Miquelon,"5,766",2021-09-19 12:16:33.911555
MSR,Montserrat,"4,977",2021-09-19 12:16:33.911555
FLK,Falkland Islands,"3,533",2021-09-19 12:16:33.911555
NIU,Niue,"1,619",2021-09-19 12:16:33.911555
TKL,Tokelau,"1,373",2021-09-19 12:16:33.911555
VAT,Vatican City,800,2021-09-19 12:16:33.911555
CHN,China,"1,445,293,693",2021-09-20 12:17:01.313470
IND,India,"1,396,397,424",2021-09-20 12:17:01.313470
USA,United States,"333,347,493",2021-09-20 12:17:01.313470
IDN,Indonesia,"276,995,456",2021-09-20 12:17:01.313470
PAK,Pakistan,"226,154,848",2021-09-20 12:17:01.313470
BRA,Brazil,"214,310,925",2021-09-20 12:17:01.313470
NGA,Nigeria,"212,575,782",2021-09-20 12:17:01.313470
BGD,Bangladesh,"166,660,520",2021-09-20 12:17:01.313470
RUS,Russia,"145,907,460",2021-09-20 12:17:01.313470
MEX,Mexico,"130,558,674",2021-09-20 12:17:01.313470
JPN,Japan,"125,956,902",2021-09-20 12:17:01.313470
ETH,Ethiopia,"118,524,572",2021-09-20 12:17:01.313470
PHL,Philippines,"111,374,509",2021-09-20 12:17:01.313470
EGY,Egypt,"104,686,590",2021-09-20 12:17:01.313470
VNM,Vietnam,"98,353,050",2021-09-20 12:17:01.313470
COD,Dr Congo,"93,006,041",2021-09-20 12:17:01.313470
TUR,Turkey,"85,209,919",2021-09-20 12:17:01.313470
IRN,Iran,"85,255,036",2021-09-20 12:17:01.313470
DEU,Germany,"83,928,921",2021-09-20 12:17:01.313470
THA,Thailand,"69,984,433",2021-09-20 12:17:01.313470
GBR,United Kingdom,"68,280,477",2021-09-20 12:17:01.313470
FRA,France,"65,461,718",2021-09-20 12:17:01.313470
TZA,Tanzania,"61,892,139",2021-09-20 12:17:01.313470
ITA,Italy,"60,349,707",2021-09-20 12:17:01.313470
ZAF,South Africa,"60,205,588",2021-09-20 12:17:01.313470
KEN,Kenya,"55,257,214",2021-09-20 12:17:01.313470
MMR,Myanmar,"54,893,637",2021-09-20 12:17:01.313470
KOR,South Korea,"51,315,049",2021-09-20 12:17:01.313470
COL,Colombia,"51,355,996",2021-09-20 12:17:01.313470
UGA,Uganda,"47,433,276",2021-09-20 12:17:01.313470
ESP,Spain,"46,742,037",2021-09-20 12:17:01.313470
ARG,Argentina,"45,697,201",2021-09-20 12:17:01.313470
SDN,Sudan,"45,145,167",2021-09-20 12:17:01.313470
DZA,Algeria,"44,785,027",2021-09-20 12:17:01.313470
UKR,Ukraine,"43,408,294",2021-09-20 12:17:01.313470
IRQ,Iraq,"41,395,438",2021-09-20 12:17:01.313470
AFG,Afghanistan,"40,039,371",2021-09-20 12:17:01.313470
CAN,Canada,"38,141,019",2021-09-20 12:17:01.313470
POL,Poland,"37,784,697",2021-09-20 12:17:01.313470
MAR,Morocco,"37,441,142",2021-09-20 12:17:01.313470
SAU,Saudi Arabia,"35,461,157",2021-09-20 12:17:01.313470
UZB,Uzbekistan,"34,038,712",2021-09-20 12:17:01.313470
AGO,Angola,"34,172,847",2021-09-20 12:17:01.313470
PER,Peru,"33,445,494",2021-09-20 12:17:01.313470
MYS,Malaysia,"32,866,672",2021-09-20 12:17:01.313470
MOZ,Mozambique,"32,364,870",2021-09-20 12:17:01.313470
GHA,Ghana,"31,879,095",2021-09-20 12:17:01.313470
YEM,Yemen,"30,638,828",2021-09-20 12:17:01.313470
NPL,Nepal,"29,783,005",2021-09-20 12:17:01.313470
VEN,Venezuela,"28,757,122",2021-09-20 12:17:01.313470
MDG,Madagascar,"28,591,330",2021-09-20 12:17:01.313470
CMR,Cameroon,"27,375,632",2021-09-20 12:17:01.313470
CIV,Ivory Coast,"27,203,937",2021-09-20 12:17:01.313470
PRK,North Korea,"25,910,924",2021-09-20 12:17:01.313470
AUS,Australia,"25,853,180",2021-09-20 12:17:01.313470
NER,Niger,"25,337,694",2021-09-20 12:17:01.313470
TWN,Taiwan,"23,863,650",2021-09-20 12:17:01.313470
LKA,Sri Lanka,"21,516,139",2021-09-20 12:17:01.313470
BFA,Burkina Faso,"21,629,797",2021-09-20 12:17:01.313470
MLI,Mali,"20,990,637",2021-09-20 12:17:01.313470
MWI,Malawi,"19,763,268",2021-09-20 12:17:01.313470
CHL,Chile,"19,236,162",2021-09-20 12:17:01.313470
ROU,Romania,"19,102,994",2021-09-20 12:17:01.313470
KAZ,Kazakhstan,"19,043,462",2021-09-20 12:17:01.313470
ZMB,Zambia,"19,040,718",2021-09-20 12:17:01.313470
SYR,Syria,"18,415,821",2021-09-20 12:17:01.313470
GTM,Guatemala,"18,324,199",2021-09-20 12:17:01.313470
